district,price,lon,lat,floor_area,number_floors,room_number,number_bathroom,school_district,rate,distance_metro,distance_hospital,distance_sea
440305,81116,113.91992,22.53913,62.38,18,2,1,0,0,415.8539393,514.8700366,5733.502665
440304,59279,113.99791,22.53886,82.83,7,2,1,0,0,746.5749025,1351.359007,176.0758938
440305,72512,113.9271,22.53761,67.3,31,2,1,0,0,994.8483596,3448.964086,3348.040488
440305,52075,113.9272,22.53762,110.61,31,3,2,0,0,994.8483596,3448.964086,3348.040488
440305,110753,113.92506,22.53754,111.51,21,3,2,1,17.43,579.3532359,630.1185237,5246.136095
440304,60020,114.09592,22.5373,52.15,9,2,1,0,0,690.5492473,1260.869089,7236.528711
440304,73006,114.053223,22.53725,79.72,31,2,1,0,0,280.5118155,1495.393608,5866.023781
440304,64289,114.053224,22.53726,130.66,31,3,2,0,0,280.5118155,1495.393608,5866.023781
440304,72024,114.053225,22.53724,84,9,2,1,0,0,280.5118155,1495.393608,5866.023781
440304,75525,114.00801,22.53721,92.42,7,3,1,0,0,150.4933287,1992.806431,1224.025465
440304,78388,114.00802,22.53722,93,7,3,1,0,0,150.4933287,1992.806431,1224.025465
440304,79511,114.00803,22.53723,93.07,7,3,1,0,0,150.4933287,1992.806431,1224.025465
440305,85342,113.91474,22.53702,96.67,14,4,1,0,0,493.2390597,596.9639459,6297.359979
440305,84789,113.91475,22.53703,99.66,9,3,2,0,0,493.2390597,596.9639459,6297.359979
440305,88820,113.91476,22.53704,70.48,9,2,1,0,0,493.2390597,596.9639459,6297.359979
440304,78819,113.99737,22.53686,135.12,26,3,1,0,0,602.6755501,1136.519132,227.5910471
440304,82002,113.99738,22.53687,135.12,26,3,2,0,0,602.6755501,1136.519132,227.5910471
440304,89361,114.01681,22.53667,83.93,21,2,1,1,13.96,488.7982776,2797.044867,2130.358326
440304,102467,114.01682,22.53666,83.93,21,2,1,1,13.96,488.7982776,2797.044867,2130.358326
440304,71409,114.08739,22.53632,140.04,30,4,2,0,0,710.2936234,800.6873915,7635.140552
440305,113801,113.936564,22.536234,90.07,30,3,1,1,8.77,439.6220212,1725.670014,4137.125825
440305,79195,113.959294,22.53619,78.92,37,2,1,1,35.06,762.0913031,3385.446033,1990.542613
440305,86553,113.959295,22.53618,34.43,37,1,1,1,35.06,762.0913031,3385.446033,1990.542613
440305,87083,113.959296,22.53617,34.45,37,1,1,1,35.06,762.0913031,3385.446033,1990.542613
440305,91429,113.959297,22.53616,35,37,1,1,1,35.06,762.0913031,3385.446033,1990.542613
440304,59153,114.09478,22.53617,101.77,24,4,2,0,0,744.7664517,1332.385014,7390.431864
440305,82932,113.91772,22.53601,31.11,7,1,1,0,0,238.2789661,280.6389078,6019.932691
440304,84508,114.00772,22.53591,80.23,18,2,1,0,0,126.5400436,1902.437941,1224.611728
440304,92410,114.00773,22.53592,136.35,17,4,2,0,0,126.5400436,1902.437941,1224.611728
440304,92897,114.00774,22.53593,117.12,33,3,2,0,0,126.5400436,1902.437941,1224.611728
440304,93354,114.00775,22.53594,80.34,18,2,1,0,0,126.5400436,1902.437941,1224.611728
440304,94598,114.00776,22.53595,80.34,18,2,1,0,0,126.5400436,1902.437941,1224.611728
440304,94783,114.00777,22.53596,117.11,33,3,2,0,0,126.5400436,1902.437941,1224.611728
440304,97472,114.00778,22.53597,75.92,17,2,1,0,0,126.5400436,1902.437941,1224.611728
440304,100764,114.00779,22.53598,75.92,17,2,1,0,0,126.5400436,1902.437941,1224.611728
440304,78418,114.01117,22.5358,72.05,8,2,1,0,0,231.1094951,2218.826347,1569.441893
440304,63747,114.00592,22.53473,111.85,8,3,2,0,0,347.4314287,1678.732621,1087.55804
440304,75718,114.00593,22.53474,90.6,27,3,1,0,0,347.4314287,1678.732621,1087.55804
440304,77193,114.00594,22.53475,114,8,3,2,0,0,347.4314287,1678.732621,1087.55804
440304,79483,114.00595,22.53476,89.58,27,3,1,0,0,347.4314287,1678.732621,1087.55804
440304,93299,114.00596,22.53477,100.43,27,3,2,0,0,347.4314287,1678.732621,1087.55804
440304,106678,114.02535,22.53361,61.4,31,2,1,1,13.96,575.7196438,2903.118353,3048.899769
440304,123840,114.02536,22.53362,38.76,31,1,1,1,13.96,575.7196438,2903.118353,3048.899769
440304,113532,114.02521,22.53356,39.02,16,1,1,1,13.96,572.4048846,2910.133041,3034.135935
440304,115556,114.02522,22.53357,40.5,16,1,1,1,13.96,572.4048846,2910.133041,3034.135935
440304,120125,114.02523,22.53358,40.29,16,1,1,1,13.96,572.4048846,2910.133041,3034.135935
440305,81872,113.957362,22.53335,37.62,26,1,1,1,35.06,883.0242776,3515.667564,2328.85602
440305,86632,113.957363,22.53334,93.5,26,3,1,1,35.06,883.0242776,3515.667564,2328.85602
440305,94331,113.957364,22.53336,60.85,26,2,1,1,35.06,883.0242776,3515.667564,2328.85602
440305,70329,113.927328,22.532725,55.17,26,3,2,0,0,550.0842982,788.941175,5160.710487
440305,78727,113.91317,22.53267,95.52,7,3,1,0,0,406.5756898,552.4822026,6560.492437
440305,117661,113.92956,22.53164,44.62,30,1,1,1,8.77,328.6115791,1042.800751,4984.171298
440305,100810,113.9703,22.53115,150.78,33,3,2,0,0,650.1725635,2153.368018,1541.57738
440305,104789,113.9704,22.53116,150.78,33,4,2,0,0,650.1725635,2153.368018,1541.57738
440305,109308,113.9705,22.53117,118.93,33,3,2,0,0,650.1725635,2153.368018,1541.57738
440304,116288,113.99762,22.53101,105.6,13,3,2,1,27.3,761.9311081,731.1182993,854.2897165
440304,72337,113.99763,22.53102,233.63,7,4,3,1,27.3,761.9311081,731.1182993,854.2897165
440304,74046,113.99764,22.53103,233.37,7,6,3,1,27.3,761.9311081,731.1182993,854.2897165
440304,83356,113.99765,22.53104,149,14,4,2,1,27.3,761.9311081,731.1182993,854.2897165
440304,85068,113.99766,22.53105,176.33,14,4,2,1,27.3,761.9311081,731.1182993,854.2897165
440304,98473,113.99767,22.53106,149.28,14,4,2,1,27.3,761.9311081,731.1182993,854.2897165
440304,106970,113.99768,22.53107,108.91,14,3,2,1,27.3,761.9311081,731.1182993,854.2897165
440304,111051,113.99769,22.53108,109.14,14,3,2,1,27.3,761.9311081,731.1182993,854.2897165
440305,129603,113.956201,22.530484,67.9,7,2,1,1,35.06,823.400921,3599.648285,2616.673328
440304,84632,113.9974,22.53009,127.14,16,4,2,1,27.3,840.2642041,711.7929645,958.3972607
440304,100945,113.9975,22.53008,127,16,4,2,1,27.3,840.2642041,711.7929645,958.3972607
440304,101980,113.9976,22.53007,109.63,12,3,2,1,27.3,840.2642041,711.7929645,958.3972607
440304,105059,113.9978,22.53006,108.13,17,3,2,1,27.3,840.2642041,711.7929645,958.3972607
440304,77420,114.04825,22.52991,62,13,2,1,0,0,380.8049901,2096.231919,5438.757233
440305,134530,114.04826,22.52992,78.05,31,2,1,1,6.93,380.8049901,2096.231919,5438.757233
440305,133865,114.04827,22.52993,125.5,31,3,2,1,6.93,380.8049901,2096.231919,5438.757233
440305,118000,114.04828,22.52994,100,31,3,2,1,6.93,380.8049901,2096.231919,5438.757233
440305,94492,113.91201,22.52961,77.15,18,2,1,0,0,648.1675368,766.2823236,6767.351779
440305,96753,113.91202,22.52962,105.61,18,3,2,0,0,648.1675368,766.2823236,6767.351779
440305,75703,113.944633,22.52913,41.61,18,1,1,1,35.06,322.6601306,2613.252995,3687.336052
440305,77532,113.944634,22.52912,49.27,18,1,1,1,35.06,322.6601306,2613.252995,3687.336052
440305,77678,113.944636,22.52914,48.92,18,1,1,1,35.06,322.6601306,2613.252995,3687.336052
440305,77783,113.944638,22.52915,49.24,18,1,1,1,35.06,322.6601306,2613.252995,3687.336052
440304,86312,114.077311,22.528909,33.02,29,1,1,0,0,636.2366778,1238.381492,8411.143351
440305,72359,113.9158,22.5287,55.28,32,1,1,0,0,381.7355054,547.4187713,6426.867723
440305,55297,113.92405,22.52871,57.87,16,2,2,0,0,549.3768227,738.3403135,5628.252812
440305,56832,113.92406,22.52872,34.84,16,1,1,0,0,549.3768227,738.3403135,5628.252812
440305,65715,113.92407,22.52873,35,16,1,1,0,0,549.3768227,738.3403135,5628.252812
440305,68543,113.92408,22.52874,27.72,16,1,1,0,0,549.3768227,738.3403135,5628.252812
440305,31489,113.92544,22.52838,10.48,2,1,0,0,0,543.3277597,871.8524271,5510.922852
440304,80929,114.02471,22.52823,42.63,28,1,1,0,0,606.8185613,2485.928482,3148.448332
440304,84961,114.02472,22.52824,66.38,28,2,1,0,0,606.8185613,2485.928482,3148.448332
440304,88310,114.02473,22.52825,59.11,28,2,1,0,0,606.8185613,2485.928482,3148.448332
440304,89549,114.02474,22.52826,40.76,29,1,1,0,0,606.8185613,2485.928482,3148.448332
440304,99621,114.02475,22.52827,42.16,29,1,1,0,0,606.8185613,2485.928482,3148.448332
440304,102377,114.02476,22.52828,39.56,29,1,1,0,0,606.8185613,2485.928482,3148.448332
440304,105579,114.02477,22.52829,43.38,28,2,1,0,0,606.8185613,2485.928482,3148.448332
440304,116948,114.05155,22.52805,60.54,33,2,1,1,8.08,353.8767212,2053.957535,5811.944577
440304,123322,114.05156,22.52806,43.95,33,2,1,1,8.08,353.8767212,2053.957535,5811.944577
440304,132039,113.9953,22.52791,103,32,3,1,1,27.3,843.554917,474.5204076,1188.191767
440304,138340,113.9954,22.52792,123.32,32,3,2,1,27.3,843.554917,474.5204076,1188.191767
440304,145842,113.9955,22.52793,103.4,32,3,2,1,27.3,843.554917,474.5204076,1188.191767
440304,105639,113.9956,22.52794,367.29,9,5,3,1,27.3,843.554917,474.5204076,1188.191767
440304,114308,113.9957,22.52795,168.58,18,4,3,1,27.3,843.554917,474.5204076,1188.191767
440304,124911,113.9958,22.52796,140.02,11,3,2,1,27.3,843.554917,474.5204076,1188.191767
440304,128133,113.9959,22.52797,142.04,18,3,2,1,27.3,843.554917,474.5204076,1188.191767
440305,64122,113.91846,22.5276,82.5,7,2,1,0,0,87.47596636,591.5852209,6210.47354
440304,138103,114.05399,22.5276,86.53,45,3,1,1,8.08,205.3301564,2150.191541,6067.069218
440305,80571,113.92553,22.52742,75.71,7,3,2,0,0,554.6882639,943.783973,5543.527327
440305,85804,113.92554,22.52743,76.92,7,3,2,0,0,554.6882639,943.783973,5543.527327
440304,99455,114.0507,22.52729,42.13,30,1,1,1,8.08,246.3949604,1940.992294,5753.386758
440304,107546,114.0508,22.52728,63.88,30,2,1,1,8.08,246.3949604,1940.992294,5753.386758
440304,120922,114.0509,22.52727,72.94,30,2,1,1,8.08,246.3949604,1940.992294,5753.386758
440304,67893,114.02204,22.52727,130.5,32,3,1,0,0,586.1150353,2609.915704,2941.433631
440304,74434,114.02205,22.52726,77.25,32,2,1,0,0,586.1150353,2609.915704,2941.433631
440304,77589,114.02206,22.52725,86.74,32,3,1,0,0,586.1150353,2609.915704,2941.433631
440304,92442,114.02207,22.52724,41.81,32,1,1,0,0,586.1150353,2609.915704,2941.433631
440304,66675,114.0458,22.52686,41.02,27,2,1,0,0,277.7500056,1702.151209,5273.880383
440304,69294,114.0459,22.52687,35.79,27,1,1,0,0,277.7500056,1702.151209,5273.880383
440305,90746,113.92635,22.5268,77.69,17,2,1,0,0,502.1963467,1053.245564,5494.906727
440305,54172,113.91932,22.52676,80.3,8,2,1,0,0,40.90194503,689.3334728,6161.717285
440304,80103,114.05442,22.52676,132.33,19,3,3,1,8.08,104.5166335,2104.285938,6129.67757
440304,57035,114.05552,22.52659,86.79,30,2,1,1,8.08,130.3493906,2165.141382,6246.259058
440304,73747,114.05553,22.52658,44.07,30,1,1,1,8.08,130.3493906,2165.141382,6246.259058
440304,89286,114.05554,22.52657,33.6,30,1,1,1,8.08,130.3493906,2165.141382,6246.259058
440304,91441,114.05555,22.52656,34.23,30,1,1,1,8.08,130.3493906,2165.141382,6246.259058
440304,92685,114.05556,22.52655,36.36,30,1,1,1,8.08,130.3493906,2165.141382,6246.259058
440304,96128,114.05557,22.52654,36.41,30,1,1,1,8.08,130.3493906,2165.141382,6246.259058
440304,96526,114.05558,22.52653,36.26,30,1,1,1,8.08,130.3493906,2165.141382,6246.259058
440305,148443,113.95221,22.52632,76.73,25,2,1,1,35.06,1161.414773,3445.266461,3225.139176
440305,141387,113.95222,22.52631,76.74,25,2,1,1,35.06,1161.414773,3445.266461,3225.139176
440305,63471,113.9278,22.52619,116.59,32,3,2,0,0,420.1906528,1211.591173,5386.844294
440305,125324,113.9454,22.52608,131.26,31,3,2,1,35.06,581.5306003,2783.800593,3799.472318
440304,70290,114.03882,22.52606,44.53,29,1,1,0,0,310.9406209,1574.205862,4598.579166
440304,75582,114.03883,22.52607,41.28,29,1,1,0,0,310.9406209,1574.205862,4598.579166
440304,88706,114.03884,22.52605,41.26,29,1,1,0,0,310.9406209,1574.205862,4598.579166
440305,76208,113.91381,22.52601,124.66,10,4,2,0,0,549.9007705,904.3191617,6719.217606
440305,91882,113.91382,22.52602,101,9,4,1,0,0,549.9007705,904.3191617,6719.217606
440305,99500,113.91383,22.52603,73.97,11,2,1,0,0,549.9007705,904.3191617,6719.217606
440305,106073,113.91384,22.52604,39.69,11,1,1,0,0,549.9007705,904.3191617,6719.217606
440305,73315,113.91385,22.52605,107.21,22,3,1,0,0,549.9007705,904.3191617,6719.217606
440305,77071,113.91386,22.52606,146.36,22,4,2,0,0,549.9007705,904.3191617,6719.217606
440305,143029,113.93055,22.52598,83.2,32,3,1,1,8.77,319.9728988,1444.828316,5138.00605
440305,141572,113.95432,22.52577,143.39,29,4,2,1,35.06,1003.045695,3670.130995,3005.01336
440305,124886,113.95433,22.52578,142.53,30,4,2,1,35.06,1003.045695,3670.130995,3005.01336
440305,123314,113.94846,22.52566,215.71,16,6,4,1,35.06,850.5952686,3097.279504,3570.948366
440305,137236,113.94847,22.52567,123,16,3,2,1,35.06,850.5952686,3097.279504,3570.948366
440304,105242,114.05161,22.52551,48.46,18,2,1,1,8.08,297.9480417,1819.938171,5880.031754
440304,108850,114.05162,22.52552,42.26,18,1,1,1,8.08,297.9480417,1819.938171,5880.031754
440304,117851,114.05163,22.52553,39.03,18,1,1,1,8.08,297.9480417,1819.938171,5880.031754
440304,130598,114.05104,22.52523,32.16,32,1,1,1,8.08,245.7385684,1761.715789,5832.026035
440304,144787,114.05105,22.52524,31.84,32,1,1,1,8.08,245.7385684,1761.715789,5832.026035
440304,64175,114.06772,22.52491,78.69,30,2,1,0,0,191.7004969,1957.386068,7511.853958
440304,74126,114.06773,22.52492,71.5,30,2,1,0,0,191.7004969,1957.386068,7511.853958
440305,128069,113.9285,22.52489,37.48,31,2,1,1,8.77,494.8729311,1358.842183,5380.132514
440304,85895,114.05595,22.5246,82.66,31,3,1,1,8.08,196.161242,2037.538108,6337.862704
440305,76477,113.92735,22.52451,189.6,32,8,3,0,0,540.2823352,1303.143346,5501.879974
440305,78997,113.92736,22.52452,37.47,32,1,1,0,0,540.2823352,1303.143346,5501.879974
440305,82168,113.92737,22.52453,84.34,32,3,1,0,0,540.2823352,1303.143346,5501.879974
440305,95810,113.92738,22.52454,37.47,32,1,1,0,0,540.2823352,1303.143346,5501.879974
440304,83474,114.056162,22.52449,59.3,16,2,1,1,9.52,220.1260172,2045.943601,6362.032681
440304,98735,114.056163,22.52448,39.5,16,1,1,1,9.52,220.1260172,2045.943601,6362.032681
440304,106383,114.056164,22.52447,39.01,16,1,1,1,9.52,220.1260172,2045.943601,6362.032681
440304,109811,114.056165,22.52446,38.43,16,1,1,1,9.52,220.1260172,2045.943601,6362.032681
440304,114498,114.056166,22.52445,39.04,16,1,1,1,9.52,220.1260172,2045.943601,6362.032681
440304,117120,114.056167,22.52444,40.13,16,1,1,1,9.52,220.1260172,2045.943601,6362.032681
440304,120341,114.056168,22.52443,30.58,17,1,1,1,9.52,220.1260172,2045.943601,6362.032681
440304,127559,114.056169,22.52442,35.67,17,1,1,1,9.52,220.1260172,2045.943601,6362.032681
440304,65122,114.04447,22.52433,76.78,33,2,1,0,0,464.8403086,1393.252476,5209.916673
440304,68082,114.04563,22.52414,31.58,30,1,0,0,0,364.5539671,1404.557559,5330.030533
440305,86808,113.91518,22.52409,39.74,18,1,1,0,0,513.4333854,1039.134425,6667.980983
440304,106932,114.05681,22.52404,77.62,31,2,1,0,0,302.6579632,2063.482283,6438.67729
440304,92160,114.05682,22.52405,67.6,31,2,1,0,0,302.6579632,2063.482283,6438.67729
440305,101851,113.92591,22.52401,64.31,31,3,1,0,0,390.9491137,1248.219957,5662.371525
440305,111958,113.92592,22.52402,64.31,31,3,1,0,0,390.9491137,1248.219957,5662.371525
440304,67281,114.06855,22.52325,79.22,7,2,1,0,0,120.206556,2103.607541,7633.179237
440304,70806,114.02563,22.52301,149,34,4,2,0,0,696.7767029,2029.385926,3484.967575
440304,86879,114.02564,22.52302,78.5,34,2,1,0,0,696.7767029,2029.385926,3484.967575
440304,83619,114.02565,22.52303,102.25,33,3,2,0,0,696.7767029,2029.385926,3484.967575
440304,69677,114.0792,22.52281,64.01,32,3,1,0,0,898.3999977,2665.618221,8261.873412
440304,82568,114.0793,22.52282,69.64,32,3,1,0,0,898.3999977,2665.618221,8261.873412
440305,135657,113.94772,22.52264,165.86,26,4,2,1,35.06,1027.530991,3148.48879,3685.280073
440304,58883,114.0521,22.52261,100.2,25,3,1,1,9.52,431.0889655,1609.001399,6025.417016
440304,76283,114.0522,22.52262,78,25,2,1,1,9.52,431.0889655,1609.001399,6025.417016
440304,66033,114.0765,22.5225,75.72,35,3,1,0,0,696.3815493,2760.544178,8013.890103
440304,88655,114.05297,22.52233,77.83,33,2,1,1,9.52,418.5637776,1644.321631,6110.910184
440304,74991,114.05298,22.52234,134.15,33,4,2,1,9.52,418.5637776,1644.321631,6110.910184
440304,63362,114.05299,22.52235,134.15,33,4,2,1,9.52,418.5637776,1644.321631,6110.910184
440305,58402,113.92271,22.52227,82.19,18,2,1,0,0,113.5924011,1256.44347,6042.154183
440306,58840,113.92272,22.52228,75.8,18,2,1,0,0,113.5924011,1256.44347,6042.154183
440304,46466,114.0801,22.52191,60.26,32,2,1,0,0,910.3846004,2704.070441,8235.049351
440304,73152,114.0802,22.52192,63.02,31,2,1,0,0,910.3846004,2704.070441,8235.049351
440304,57716,114.0803,22.52193,59.36,32,2,1,0,0,910.3846004,2704.070441,8235.049351
440304,82613,114.05165,22.52185,61.25,8,2,1,1,9.52,525.9664221,1508.274996,5997.227498
440304,54119,114.03531,22.52162,37.88,8,1,1,0,0,310.1913026,1231.537578,4440.774206
440304,64542,114.03532,22.52163,35.17,7,1,1,0,0,310.1913026,1231.537578,4440.774206
440304,62320,114.03533,22.52161,36.75,8,1,1,0,0,310.1913026,1231.537578,4440.774206
440304,82612,114.0393,22.52157,70.45,33,2,1,0,0,297.2263756,1072.481136,4827.273275
440304,96048,114.0394,22.52156,63.51,33,2,1,0,0,297.2263756,1072.481136,4827.273275
440304,80667,114.06126,22.52135,67.19,32,2,1,0,0,415.5752585,2282.573472,6959.03349
440304,60004,114.05754,22.52123,125.16,14,3,2,0,0,560.5717913,1943.873284,6597.427977
440304,61880,114.05756,22.52124,143.02,14,4,2,0,0,560.5717913,1943.873284,6597.427977
440304,60527,114.04351,22.52102,76,32,2,1,0,0,354.0988468,1018.787137,5241.203588
440304,62227,114.04352,22.52103,80.03,32,2,1,0,0,354.0988468,1018.787137,5241.203588
440304,74036,114.04353,22.52104,57,32,2,1,0,0,354.0988468,1018.787137,5241.203588
440304,79569,114.04354,22.52105,50.02,32,1,1,0,0,354.0988468,1018.787137,5241.203588
440304,84618,114.04355,22.52106,39.33,32,1,1,0,0,354.0988468,1018.787137,5241.203588
440304,82408,114.04661,22.52091,54,32,2,1,0,0,212.6773626,1115.941354,5541.766728
440304,95168,114.04662,22.52092,54.22,32,2,1,0,0,212.6773626,1115.941354,5541.766728
440304,107755,114.04663,22.52093,105.61,32,3,2,0,0,212.6773626,1115.941354,5541.766728
440305,102983,113.9324,22.52017,97.98,23,3,2,1,8.77,325.3929692,2008.873527,5277.092031
440305,134832,113.93584,22.52012,137.95,31,3,2,1,31.98,59.38938028,2278.832357,4924.293375
440305,141856,113.93585,22.52011,101.23,30,3,2,1,31.98,59.38938028,2278.832357,4924.293375
440304,77578,114.06698,22.52005,87.01,31,3,2,0,0,345.7418068,2489.998575,7564.447803
440305,105143,113.92275,22.51992,70,24,3,1,1,8.77,176.6940598,1505.860293,6154.05727
440305,129055,113.90968,22.51937,74,26,3,1,1,10.13,511.8896091,1755.835653,7395.410638
440305,135590,113.90969,22.51938,83.93,28,2,1,1,10.13,511.8896091,1755.835653,7395.410638
440305,114099,113.9381,22.51929,145.05,34,4,3,1,31.98,273.340807,2525.043073,4693.796168
440305,130376,113.9382,22.51928,146.5,31,4,2,1,31.98,273.340807,2525.043073,4693.796168
440305,134069,113.9383,22.51927,107.93,34,3,2,1,31.98,273.340807,2525.043073,4693.796168
440305,139075,113.9384,22.51926,157.47,32,4,2,1,31.98,273.340807,2525.043073,4693.796168
440305,141390,113.9385,22.51925,98.31,34,3,2,1,31.98,273.340807,2525.043073,4693.796168
440304,87605,114.05324,22.51908,142.57,32,4,2,1,9.52,726.9669471,1442.826395,6255.334689
440304,88182,114.05325,22.51906,77,32,2,1,1,9.52,726.9669471,1442.826395,6255.334689
440304,94806,114.05326,22.51907,77,32,2,1,1,9.52,726.9669471,1442.826395,6255.334689
440304,107656,114.05327,22.51905,87.78,32,3,2,1,9.52,726.9669471,1442.826395,6255.334689
440304,108076,114.05328,22.51904,98.08,32,3,2,1,9.52,726.9669471,1442.826395,6255.334689
440304,109221,114.05329,22.51903,95.22,32,3,2,1,9.52,726.9669471,1442.826395,6255.334689
440304,70937,114.06494,22.51854,72.6,32,2,1,0,0,97.32366261,2521.945238,7411.832429
440304,76232,114.06495,22.51853,73.46,32,2,1,0,0,97.32366261,2521.945238,7411.832429
440304,85101,114.06496,22.51852,73.56,32,2,1,0,0,97.32366261,2521.945238,7411.832429
440304,79169,114.0613,22.51831,51.03,31,1,1,0,0,129.7518581,2157.360856,7061.526755
440305,120174,113.91327,22.51817,62.41,27,2,1,1,10.13,614.5395064,1723.059708,7114.708941
440304,49708,113.91763,22.51798,128.35,7,4,1,0,0,608.3440143,1659.432796,6720.81965
440305,100411,113.92841,22.51719,73,25,2,1,1,8.77,702.9613028,2018.719015,5722.763897
440305,52577,113.9251,22.51709,238.7,33,5,1,1,8.77,519.3488916,1886.425921,6049.542136
440305,67573,113.92522,22.51707,125.79,33,3,2,1,8.77,519.3488916,1886.425921,6049.542136
440305,90108,113.92523,22.51708,81.68,33,2,1,1,8.77,519.3488916,1886.425921,6049.542136
440305,90362,113.91226,22.51677,102.92,18,5,2,1,10.13,445.4172165,1902.154244,7273.860843
440305,100000,113.91227,22.51678,40,18,1,1,1,10.13,445.4172165,1902.154244,7273.860843
440304,67560,114.04184,22.51638,44.85,8,1,1,0,0,537.4056524,479.5240391,5300.263615
440305,122392,113.93111,22.51633,88.65,23,3,2,1,8.77,489.8743946,2249.048542,5462.617251
440305,62682,113.928502,22.516059,37.97,8,1,1,1,8.77,621.1753536,2132.410875,5732.250322
440305,72576,113.91791,22.51603,71.65,7,2,1,1,10.13,429.5867403,1837.257358,6796.01267
440305,77334,113.91975,22.51554,75,19,2,1,1,8.77,262.4781921,1806.245841,6629.586873
440305,93138,113.91976,22.51555,69.36,11,2,1,1,8.77,262.4781921,1806.245841,6629.586873
440305,108300,113.92799,22.51523,90.49,25,3,1,1,8.77,606.0932944,2089.94079,5799.622563
440305,87149,113.92811,22.51428,43.03,30,2,1,1,8.77,543.9229924,2011.543507,5805.63918
440305,98303,113.92812,22.51429,56.56,30,2,1,1,8.77,543.9229924,2011.543507,5805.63918
440305,82083,113.90943,22.51422,42.64,15,1,1,1,10.13,126.6321371,1803.024905,7659.653646
440305,127782,113.90944,22.51423,27.86,15,1,1,1,10.13,126.6321371,1803.024905,7659.653646
440305,94060,113.90945,22.51424,30.3,15,1,1,1,10.13,126.6321371,1803.024905,7659.653646
440305,94616,113.93362,22.51422,188.13,32,4,2,1,31.98,231.3055699,2380.086565,5251.184276
440305,104541,113.93363,22.51423,119.38,32,3,2,1,31.98,231.3055699,2380.086565,5251.184276
440305,127927,113.93364,22.51424,84.58,32,3,1,1,31.98,231.3055699,2380.086565,5251.184276
440305,132466,113.93365,22.51425,89.15,32,3,1,1,31.98,231.3055699,2380.086565,5251.184276
440305,136864,113.93366,22.51426,89.14,32,3,1,1,31.98,231.3055699,2380.086565,5251.184276
440305,142249,113.93367,22.51427,89.14,32,3,1,1,31.98,231.3055699,2380.086565,5251.184276
440305,147553,113.93368,22.51421,84.58,32,3,1,1,31.98,231.3055699,2380.086565,5251.184276
440305,138472,113.93584,22.51381,132.59,11,4,2,1,31.98,349.3057439,2523.516038,5038.951953
440305,147415,113.93585,22.51382,124.14,11,3,2,1,31.98,349.3057439,2523.516038,5038.951953
440305,147907,113.93586,22.51383,93.64,11,3,2,1,31.98,349.3057439,2523.516038,5038.951953
440305,96129,113.93161,22.51273,75.94,34,2,1,1,8.77,145.6932478,2115.066835,5491.838854
440305,116420,113.93416,22.51232,89.16,7,3,1,1,31.98,128.4164717,2282.637637,5247.894238
440305,120482,113.93417,22.51231,91.3,7,3,1,1,31.98,128.4164717,2282.637637,5247.894238
440305,148149,113.93418,22.51233,67.5,7,2,1,1,31.98,128.4164717,2282.637637,5247.894238
440305,102311,113.91503,22.51227,36.36,18,1,1,1,10.13,154.4051467,1430.239161,7169.170183
440305,112751,113.91504,22.51228,75.21,18,3,1,1,10.13,154.4051467,1430.239161,7169.170183
440305,110509,113.90431,22.51031,66.42,29,2,1,1,10.13,662.3031524,1758.904156,8293.474608
440305,116141,113.90432,22.51032,80.42,33,3,1,1,10.13,662.3031524,1758.904156,8293.474608
440305,123159,113.90433,22.51033,73.32,32,2,1,1,10.13,662.3031524,1758.904156,8293.474608
440305,132551,113.90434,22.51034,66.39,29,2,1,1,10.13,662.3031524,1758.904156,8293.474608
440305,143051,113.90435,22.51035,88.78,32,4,1,1,10.13,662.3031524,1758.904156,8293.474608
440305,149737,113.90436,22.51036,49.42,30,2,1,1,10.13,662.3031524,1758.904156,8293.474608
440305,77777,113.91805,22.50914,74.83,32,2,1,1,10.13,569.0286746,1079.555207,6940.357001
440305,107344,113.91806,22.50915,35.68,15,1,1,1,10.13,569.0286746,1079.555207,6940.357001
440305,81898,113.936874,22.50883,81.81,7,3,1,1,10.53,554.445145,2309.934713,5096.298197
440305,88087,113.936875,22.50882,81.06,7,3,1,1,10.53,554.445145,2309.934713,5096.298197
440305,77826,113.9387,22.5073,97.14,7,3,2,1,10.53,503.8900852,209.3949186,3744.874928
440305,90527,113.931713,22.506585,76,6,3,1,1,9.92,417.1702039,1723.559206,5680.658587
440305,72451,113.92306,22.50555,64.32,16,2,1,1,8.77,906.0982752,931.5131542,6558.098327
440305,82246,113.92307,22.50556,64.32,16,2,1,1,8.77,906.0982752,931.5131542,6558.098327
440305,65011,113.9178,22.5055,94.6,7,3,2,1,10.13,853.9090722,675.3853304,7075.228343
440305,59775,113.92842,22.50449,93.18,7,3,1,1,10.53,488.4999336,1317.16556,6079.793488
440305,99438,113.93517,22.50383,92.52,9,2,1,1,10.53,253.8782274,1949.393783,5468.450176
440305,79212,113.91968,22.50363,66.78,7,2,1,1,9.92,1107.200973,546.9183803,6956.421163
440305,102597,113.93491,22.50221,71.64,7,2,1,1,10.53,226.8893989,1887.315271,5569.14944
440305,115142,113.93492,22.50222,95.1,7,3,2,1,10.53,226.8893989,1887.315271,5569.14944
440305,84627,113.9304,22.50171,67,8,3,1,1,9.92,291.1868324,1419.697176,6012.445858
440305,101505,113.92067,22.50056,99.7,25,3,1,1,9.92,1167.320819,414.6400696,6981.748921
